true_smiles,name,candidate_rank,candidate_smiles
CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,MassSpecGymID0001903,1,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1C1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1
CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,MassSpecGymID0001903,2,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc([C@H]3C(=O)c4c(O)cc(O)cc4O[C@@H]3c3ccc(O)cc3)cc2)[C@@H]1O
CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,MassSpecGymID0001903,3,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@@H]2O[C@H](c3ccc(O)cc3)Cc3c1c(O)cc(O)c3C2=O
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018837,1,NNc1ccc(-c2nc3cc(C(=O)O)ccc3o2)c(-c2ccc(C(=O)O)cc2)c1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018837,2,Nc1nc(-c2cc(C(=O)O)cc(-n3cccc3)c2)oc1-c1cccc(C(=O)O)c1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018837,3,O=C(O)c1ccc2cc1c1ccc(oc3cccc(c3)[nH][nH][nH]c3ccc2o3)o1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018840,1,CC1(N=C(O)c2c([NH2+][O-])c(=O)oc3ccccc23)C(=O)C(C#N)c2ccccc21
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018840,2,C[C@]1(c2cc3ccccc3oc2=O)C(C#N)=C(N)CN([N+](=O)[O-])c2ccccc21
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,MassSpecGymID0018840,3,CC1(C)C(=O)N([N+](=O)[O-])c2ccccc2C12[C](N)c1c2c(=O)oc2ccccc12
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,MassSpecGymID0027378,1,CCCCc1nc(=O)n(CCC)n1Cc1ccc(-c2ccccc2-c2ccccc2-c2nn[nH]n2)cc1
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,MassSpecGymID0027378,2,CCCCc1nc(CCCC2=NC(=O)C=C2)c(C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,MassSpecGymID0027378,3,CCCCc1ccc(CCCc2ncc[nH]2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,MassSpecGymID0027960,1,CC1(C)C(=O)N(O[C@H]2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)c2ccccc21
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,MassSpecGymID0027960,2,CC1(C)C(=O)[NH+](C2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)Oc2ccccc21
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,MassSpecGymID0027960,3,CC1(C)C(C2C(=O)C(=[NH2+])OC(N)=C2C#N)=C[CH]Oc2c1c(=O)oc1ccccc21
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,MassSpecGymID0058040,1,CC1(C)OC(O)C(C)(C)C2C=CC(COC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=CC1=C2
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,MassSpecGymID0058040,2,CC1=C(c2cc(C)cc([N+](=O)[O-])c2)C(O)C(C)(OOc2cc(C)cc([N+](=O)[O-])c2)C1(C)O
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,MassSpecGymID0058040,3,CCc1c(C)cc([N+](=O)[O-])cc1C(=O)C(=O)OC(=O)CCC(=O)C1(N)C(C)=CC(C)=C1O
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058077,1,CCC[C@H](N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C1=O)C(=O)O
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058077,2,C=C(C)N[C@@H]1CCc2cc(OC)c(OC)c(OC)c2-c2cc(C(CC)CC(=C)OC)c(OC)c(OC)c21
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058077,3,CC[C@H](C(=O)O)C(C)(C)c1c(CCC(C)(C)O[C@@H]2CCc3cc(OC)c(OC)c(OC)c32)cc(OC)c(OC)c1OC
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,MassSpecGymID0058081,1,CC(NC(=O)C(=O)OC1OC(C)C(O)C1OC(=O)OC1OCC(O)C(O)C1O)C1=CCC2C(C)(C)CCCC12C
