shard,shard_index,target_smiles,target_inchi_key,num_predictions,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,tanimoto_mean,mist_tanimoto,spec_name,proposal_smiles,proposal_source,formula_matches_collected,total_generated,total_valid,total_formula_matched,generation_time,top_prediction_smiles,spec_id,top1_hit,top10_hit,top10_only_hit,formula_success,bad_low_tanimoto,near_miss_high_tanimoto,canonical_smiles,valid_mol,formula,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,murcko_scaffold,chem_class,pca_x,pca_y,tsne_x,tsne_y,cluster,shard_quality_group
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.686274528503418,0.686274528503418,0.511343514919281,0.8333333134651184,MassSpecGymID0000201,CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1C,formula,10,100,100,7,48.12824583053589,"['CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1C', 'CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C(C)C)C(=O)[C@H](Cc2ccccc2)N(C)C1=O', 'CCC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@@H](c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C', 'CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(C)C(=O)C(Cc2ccccc2)COC(=O)C(Cc2ccccc2)N(C)C(=O)N1C', 'CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(N)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)C(=O)OC(C(C)C)C(=O)OC1c1ccccc1']",201.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6730769276618958,0.6730769276618958,0.4602447718381882,0.7291666865348816,MassSpecGymID0000202,CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC1=O,formula,10,100,100,9,48.548402309417725,"['CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC1=O', 'CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](c2ccccc2)OC1=O', 'CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(C(C)CC)N(C)C(=O)OC(C(C)C)C(=O)N(Cc2ccccc2)C1=O', 'CC[C@@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC=C1O', 'CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)OC[C@@H](Cc2ccccc2)OC(=O)[C@@H](C)C(=O)N1C']",202.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6666666865348816,0.6666666865348816,0.5629449218511582,0.875,MassSpecGymID0000203,CC[C@H](C)[C@@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O,formula,10,100,100,5,45.240076780319214,"['CC[C@H](C)[C@@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O', 'CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]([C@@H](C)CC)N(Cc2ccccc2)C(=O)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O', 'CC[C@@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)C(=O)[C@H](C(C)C)N(C)C(=O)C(=O)[C@H](Cc2ccccc2)N(C)C1=O', 'CC[C@H](C)[C@@H]1C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)ON(C)C(Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)N(C)C(=O)[C@@H]1Cc1ccccc1', 'CCC(C)[C@H]1OC(=O)[C@H](C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N(C)C1=O']",203.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6808510422706604,0.686274528503418,0.5586037576198578,0.875,MassSpecGymID0000204,CC[C@H](C)[C@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]([C@@H](C)C(C)C)OC1=O,formula,10,100,100,5,46.3116021156311,"['CC[C@H](C)[C@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]([C@@H](C)C(C)C)OC1=O', 'CC[C@H](C)[C@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)C2OC2C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1C', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](c2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1C', 'CC[C@H](C)[C@@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N(C)[C@@H](c2ccccc2)C(=O)O[C@H](C(C)C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC1=O', 'CCC(C)[C@H]1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)N(C)C(=O)C(Cc2ccccc2)C(C(C)C)C1=O']",204.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6034482717514038,0.6034482717514038,0.4894912958145141,0.875,MassSpecGymID0000205,CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(O)C(C)C(Cc2ccccc2)C(=O)N(C)C1=O,formula,10,93,81,10,42.91623830795288,"['CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(O)C(C)C(Cc2ccccc2)C(=O)N(C)C1=O', 'CC[C@H](C)[C@@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1[C@H](Cc1ccccc1)C(=O)O', 'CC[C@H](C)[C@@H]1CC(C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O1', 'CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@H](C)[C@@H]2OC(=O)[C@@H](Cc3ccccc3)ON2C)OC(=O)[C@H]1C(C)C', 'CCC(C)[C@H]1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C(=O)C(O)[C@@H](Cc2ccccc2)N(C)C(=O)C(C)C(=O)C(Cc2ccccc2)OC1=O']",205.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6034482717514038,0.6034482717514038,0.4774358063936234,0.8536585569381714,MassSpecGymID0000206,CC[C@@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(c2ccccc2)c2ccccc2)N(C)C(=O)[C@@H](N)C1=O,formula,10,100,97,10,46.565661907196045,"['CC[C@@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(c2ccccc2)c2ccccc2)N(C)C(=O)[C@@H](N)C1=O', 'CCC(C)C1C(=O)OC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)O[C@H](C(C)CC)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)OC(Cc2ccccc2)C(=O)N1C', 'CCC(C)[C@H]1C(=O)O[C@@H](C(C)(C)N)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O', 'CC[C@@H](C)[C@@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)[C@@H](C)C(=O)N(C)C(=O)O[C@H](c2ccccc2)N(C(C)C)C1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)OC[C@@H](C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)O[C@H](Cc2ccccc2)C(=O)N1C']",206.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.699999988079071,0.699999988079071,0.4739653170108795,0.875,MassSpecGymID0000207,CCC1OC(=O)C(C(C)CC)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C1=O,formula,10,94,79,10,42.91445088386536,"['CCC1OC(=O)C(C(C)CC)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C1=O', 'CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)[C@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)C(=O)N1C', 'CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)C(=O)[C@@H](CN)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)OC1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)[C@H](C)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)OCC(=O)N1C', 'CC[C@H](C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C)[C@@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)C(=O)OCN(C)C(=O)[C@H](Cc2ccccc2)N(C)C1=O']",207.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.625,0.625,0.4897353231906891,0.8333333134651184,MassSpecGymID0000208,CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)C(=O)OC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,formula,10,100,100,9,48.869852781295776,"['CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)C(=O)OC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C', 'CCC(C)C1OC(=O)C(C(C)CC)N(Cc2ccccc2)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C1=O', 'CCC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccccc2)N(C)C(=O)CC(C)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)OC1=O', 'CC[C@H](C)[C@H]1OC(=O)[C@@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)OC1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@H]([C@H](C)c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)N1C']",208.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.5833333134651184,0.5833333134651184,0.4646313846111297,0.875,MassSpecGymID0000209,CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(Cc2ccccc2)C(=O)N(C(C)C)CC(=O)OC(Cc2ccccc2)C(=O)N1C,formula,10,61,60,10,28.170228481292725,"['CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(Cc2ccccc2)C(=O)N(C(C)C)CC(=O)OC(Cc2ccccc2)C(=O)N1C', 'CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)OC1c1ccccc1', 'CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2C1=C=C1C(=O)OC(C(C)C)C2C(=O)N(C)C1Cc1ccccc1', 'CCC(C)C1C(=O)O[C@H](C(C)C)C(=O)[C@H](N)[C@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)C(c2ccccc2)OC(=O)[C@@H](C(C)C)N(C)C1=O', 'CC[C@H](C)[C@@H]1C(=O)O[C@@H](C(C)C)C(=O)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](c2ccccc2)N(C)C(=O)O[C@@H](Cc2ccccc2)C(=O)O[C@@H]1C(C)C']",209.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
shard_000,0,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,10,0.0,0.0,0.6363636255264282,0.6363636255264282,0.4388812631368637,0.8536585569381714,MassSpecGymID0000210,CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)O[C@H](c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,formula,10,100,95,10,45.36016798019409,"['CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)O[C@H](c2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C', 'CCC(C)C1C(=O)OC(Cc2ccccc2)C(=O)N(C)CC(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(Cc2ccccc2)C(C)N(C)C1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)O[C@H](C(C)C)[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@@H](Cc2ccccc2)C(=O)N1C', 'CCC(C)C1C(=O)OC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)OC(c2ccccc2)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N1C', 'CC[C@H](C)[C@@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)[C@H](C)COC(=O)O[C@H](C(C)C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)N1C']",210.0,False,False,False,True,False,False,CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,True,C45H57N3O9,783.963,783.409480404,57,12,0.21052631578947367,3,9,0,0,0,4,3,1,18,1,9,9,0,139.83,4.9125000000000085,0.4666666666666667,6,3,3,0,3,0,0,0,1621.3977589299068,45,4,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,cyclic_depsipeptide_like,-0.26460525,1.4618442,-40.90253,18.783493,7,middle_20_shards
