target_smiles,target_inchi_key,num_predictions,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,tanimoto_mean,mist_tanimoto,spec_name,proposal_smiles,proposal_source,formula_matches_collected,total_generated,total_valid,total_formula_matched,generation_time,top_prediction_smiles
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.515625,0.515625,0.4222311278184255,0.8333333134651184,MassSpecGymID0000201,CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(N)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)C(=O)OC(C(C)C)C(=O)OC1c1ccccc1,formula,3,29,28,3,11.907827854156494,"['CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(N)C(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)C(=O)OC(C(C)C)C(=O)OC1c1ccccc1', 'CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(N)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)OC(=O)C(C)OCC(=O)C(=O)C1Cc1ccccc1', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)(C)c2ccccc2)[C@H](C)C(=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NOC(=O)C(=O)O[C@@H]1Cc1ccccc1']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.46875,0.46875,0.3828977048397064,0.7291666865348816,MassSpecGymID0000202,CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)COC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)C(=O)N1C,formula,3,30,22,3,11.987512826919556,"['CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)COC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)C(=O)N1C', 'CCC(C)C1C(=O)OC(CCc2ccccc2)C(=O)N(C)C(C)C(=O)C(Cc2ccccc2)OC(=O)C(C(C)C)N(C)C(=O)OC(C)C(=O)N1Cc1ccccc1', 'CC[C@H](C)[C@H]1C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@@H](OC(C)C)N(C)C(=O)[C@H](C)OC(=O)[C@H](Cc2ccccc2)CC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)N1C']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.5322580933570862,0.5322580933570862,0.4693346818288167,0.875,MassSpecGymID0000203,CCC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(c2ccccc2)C(=O)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,formula,3,30,26,3,11.906756162643433,"['CCC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(c2ccccc2)C(=O)[C@H](C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O', 'CCC(C)C1OC(=O)C(C(C)C)OC(N)(N)C(Cc2ccccc2)C(=O)OC(C(C)C)C(Cc2ccccc2)C(=O)C(=O)N(C)C(Cc2ccccc2)C(=O)C1=O', 'CCC(C)C1CC(=O)C(Cc2ccccc2)N(C)C(=O)CCOC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(C(C)C)OC(=O)N1C']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.5833333134651184,0.5833333134651184,0.4622762103875478,0.875,MassSpecGymID0000204,CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)N(C)C(=O)N(C)C(C=O)OC(=O)[C@H]1C(C)C,formula,3,30,30,2,11.716473817825317,"['CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)N(C)C(=O)N(C)C(C=O)OC(=O)[C@H]1C(C)C', 'CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)[C@H](C(C)C)OC(=O)O[C@@H]1C', 'CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](c2ccccc2)N(C)C(=O)N(C)C(=O)[C@@H]1C(C)C']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.44117647409439087,0.44117647409439087,0.40638930598894757,0.875,MassSpecGymID0000205,CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)CC(=O)O[C@H]([C@@H](C)CC)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)OCC(=O)N1C,formula,3,30,30,3,13.681221723556519,"['CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)CC(=O)O[C@H]([C@@H](C)CC)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)OCC(=O)N1C', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)N1C', 'CC[C@@H](C)[C@@H]1C(=O)O[C@H](C(C)C)N(C)C(=O)[C@H](c2ccccc2)N(C)C(=O)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@@H](Cc2ccccc2)C(=O)O[C@H]1C(C)C']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.5833333134651184,0.5833333134651184,0.49044745167096454,0.8536585569381714,MassSpecGymID0000206,CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)[C@H](O)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)C(=O)N1C(C)C,formula,3,30,30,3,14.622119903564453,"['CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)[C@H](O)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)C(=O)N1C(C)C', 'CCC1OC(=O)C(=O)C(Cc2ccccc2)N(C)C(=O)OC(Cc2ccccc2)C(C(C)CC)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C1=O', 'CC[C@@H](C)[C@H]1C(=O)OC(Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)ON(C)C(=O)C(Cc2ccccc2)N(C)C(=O)CC(C(C)C)OC(=O)[C@@H]1C']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.5932203531265259,0.5932203531265259,0.4617555836836497,0.875,MassSpecGymID0000207,CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(C(C)C)N(C)C(=O)C(c2ccccc2)N(C)C(=O)C(C(C)C)OC1=O,formula,3,15,15,3,6.529904127120972,"['CCC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)OC(=O)C(C(C)C)N(C)C(=O)C(c2ccccc2)N(C)C(=O)C(C(C)C)OC1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)CC(=O)N(C)[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C', 'CC[C@H](C)[C@H]1OC(=O)[C@H](c2ccccc2)N(C)C(=O)[C@H](C(C)C)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)OC1=O']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.6603773832321167,0.6603773832321167,0.5456159909566244,0.8333333134651184,MassSpecGymID0000208,CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)N1C,formula,3,30,30,2,12.054870843887329,"['CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)N1C', 'CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(c2ccccc2)C(=O)OC(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N1C', 'CCC(C)C1C(=O)OC(c2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(Cc2ccccc2)OC(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C1=O']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.7291666865348816,0.7291666865348816,0.6614786783854166,0.875,MassSpecGymID0000209,CC[C@H](C)[C@@H]1OC(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC1=O,formula,3,30,30,1,13.91153860092163,"['CC[C@H](C)[C@@H]1OC(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC1=O', 'CC[C@H](C)[C@H]1C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)C(=O)N1C', 'CC[C@H](C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(N)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]1Cc1ccccc1']"
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,GYSCAQFHASJXRS,3,0.0,0.0,0.686274528503418,0.686274528503418,0.5968198378880819,0.8536585569381714,MassSpecGymID0000210,CCC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)C(Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1C,formula,3,30,30,1,14.893009424209595,"['CCC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)C(Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](C(C)C)C(=O)N1C', 'CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O[C@H](Cc2ccccc2)C(=O)N1C', 'CCC(C)[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)OCC(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)C1C']"
